symbol	log2FC
ABCC10	0.06359386754556132
ABCC11	0.01187558507132099
ABCC12	-0.0016305748249803111
ABCC13	-0.20382688853725722
ABCC1	0.1414166918422166
ABCC2	0.1319647836808877
ABCC3	-0.09937164143622935
ABCC4	0.45113723510430803
ABCC5	0.09376471223870786
ABCC6P1	-0.036417568616469304
ABCC6P2	-0.24345928837853972
ABCC6	-0.3249805890010698
ABCC8	-0.15657607746375943
ABCC9	0.1573624766323333
ABCD1	-0.038897112576264214
ABCD2	0.1761023909709118
ABCD3	0.018111725585410843
ABCD4	-0.015409200180929563
ABCE1	0.13333737282442717
ABCF1	-0.006962864030210992
ABCF2	0.07151756479985769
ABCF3	0.029543548236388155
ABCG1	-0.04186099648217759
ABCG2	-0.421815312841363
ABCG4	0.012306241858718028
ABCG5	0.07727212668078998
ABCG8	0.02455728498862344
ABHD10	0.2196966579637438
ABHD11	0.2500450180014323
ABHD12B	0.0737817435146963
ABHD12	-0.06071626748400483
ABHD13	0.07501731664562519
ABHD14A	-0.08270145113011385
ABHD14B	0.11822317589206832
ABHD15	-0.020776939967036705
ABHD1	-0.0745283548415255
ABHD2	0.37658164291377505
ABHD3	0.08747735551906557
ABHD4	-0.40268144578052806
ABHD5	0.15882458455666218
ABHD6	0.18998002614378243
ABHD8	-0.22762066481446738
ABI1	0.1675704572551215
ABI2	0.002088918849887132
ABI3BP	0.062188614464173175
ABI3	-0.07085414601725243
ABL1	0.05613365278188509
ABL2	0.015779788899828787
ABLIM1	-0.33469070951508895
ABLIM2	-0.012865413646390888
ABLIM3	0.27203870983821715
ABO	-0.3228524810306537
ABP1	0.06301853952279125
ABRA	0.021719056471228942
ABR	-0.09631818349246106
ABT1	-0.021577566563101093
ABTB1	-0.06230746992858809
ABTB2	-0.11088812003234057
ACAA1	-0.029177905431484737
ACAA2	-0.035580010103100856
ACACA	0.12968781915031427
ACACB	-0.19396705475756648
ACAD10	0.10759376617196506
ACAD11	0.031428041094864155
ACAD8	0.031390740873635255
ACAD9	0.06005159301659763
ACADL	-0.010870311845836339
ACADM	0.10680656791382118
ACADSB	0.15869320232620931
ACADS	0.16708126781838212
ACADVL	-0.16751752430414454
ACAN	0.006550978738458544
ACAP1	0.07008230793933395
ACAP2	0.15657285881204563
ACAP3	-0.08275380172040868
ACAT1	0.04168217030725286
ACAT2	0.04962172180631113
ACBD3	0.08124082096530227
ACBD4	0.12916261200869952
ACBD5	0.10168203964890021
ACBD6	-0.05347810283546338
ACBD7	-0.15902896750046072
ACCN1	-0.0131259730493
ACCN2	-0.06711773844001377
ACCN3	0.13889262591188237
ACCN4	-0.09301097193386196
ACCN5	0.005526071263024631
ACCSL	0.014171483833023812
ACCS	-0.17053879893791607
ACD	0.014685890384549026
ACE2	-0.04123483836838259
ACER1	0.011100977894178497
ACER2	-0.0199061318441062
ACER3	0.23971313372535738
ACE	-0.15507380618814062
ACHE	-0.0006610092279088158
ACIN1	0.01487329071688036
ACLY	0.1658284800927835
ACMSD	-0.001096058132815335
ACN9	0.0816276283407515
ACO1	0.0023710108138019366
ACO2	0.0660207321114005
ACOT11	-0.09515081277797885
ACOT12	-0.035926556837711614
ACOT13	0.09507829190450236
ACOT1	0.03132761053379778
ACOT2	-0.007641244985403326
ACOT4	0.19767965014892852
ACOT6	0.0500994999196694
ACOT7	0.01120108717417322
ACOT8	-0.00028722950977291074
ACOT9	0.09376380185514117
ACOX1	0.17769974187839063
ACOX2	0.23231686595451106
ACOX3	-0.012190122118922085
ACOXL	-0.009332175745280516
ACP1	-0.08773553480934528
ACP2	-0.0892698107060202
ACP5	-0.053828980530028776
ACP6	0.021500153561170833
ACPL2	-0.3294506098388037
ACPP	0.32722667239926734
ACPT	-0.058196895273468816
ACRBP	-0.03753334882526884
ACRC	-0.062119835115919515
ACRV1	0.054051386982662326
ACR	-0.18595470695345
ACSBG1	0.9856931313956269
ACSBG2	0.0059068926310954445
ACSF2	0.14022235025579496
ACSF3	0.043929925454753556
ACSL1	0.2608208061938569
ACSL3	0.1120824961449878
ACSL4	0.24339932755424498
ACSL5	0.13180652151442718
ACSL6	-0.6175767396535171
ACSM1	-0.3990929177930153
ACSM2A	0.020946687528161728
ACSM2B	-0.00014424684510963023
ACSM3	-0.06839139912712393
ACSM4	0.002149608297796798
ACSM5	0.055668390020613835
ACSS1	0.08523579976912571
ACSS2	-0.007892787449764556
ACSS3	-0.050759263343531355
ACTA1	0.06063602492889688
ACTA2	-0.12698907878771135
ACTBL2	-0.0030977481869666427
ACTB	0.06491330567023704
ACTC1	-0.000708503154556624
ACTG1	0.07821432632793442
ACTG2	0.04638169425656171
ACTL6A	0.08068885178035501
ACTL6B	-0.027278652187628004
ACTL7A	0.03370922857490737
ACTL7B	0.061404541884028926
ACTL8	0.05677974183695874
ACTL9	-0.015097142329575559
ACTN1	-0.1489739232633765
ACTN2	-0.024909390331639115
ACTN3	-0.0013622685405269169
ACTN4	0.017052747427503512
ACTR10	0.12426055303898902
ACTR1A	0.03630228357238161
ACTR1B	-0.013987534092202235
ACTR2	0.19474639954637976
ACTR3B	0.11208285022357399
ACTR3C	0.1523420017206195
ACTR3	0.18326051080974567
ACTR5	0.0006594415934390859
ACTR6	0.0906686359488097
ACTR8	0.09559490366365411
ACTRT1	0.0011468419422797607
ACTRT2	0.0035728592338949952
ACVR1B	-0.20799839729253114
ACVR1C	0.03510943400978374
ACVR1	0.2797191108811127
ACVR2A	0.02366431886041774
ACVR2B	-0.23870991352299525
ACVRL1	-0.12662851767246033
ACY1	0.03256702124815489
ACY3	0.005938979049251001
ACYP1	-0.04612052163861523
ACYP2	-0.026539098532921194
ADAD1	0.006720336490123471
ADAD2	0.0013763836845445316
ADAL	-0.026149851655992144
ADAM10	0.17275263525500603
ADAM11	0.08670949037446686
ADAM12	0.31920300952978536
ADAM15	0.04296521460786575
ADAM17	-0.00692612090554702
ADAM18	-0.005997881995531021
ADAM19	-0.23785863302226562
ADAM20	0.04133385234294583
ADAM21P1	0.06682562149652378
ADAM21	0.06639759612042877
ADAM22	-0.22780921380494026
ADAM23	-0.14482146184301017
ADAM28	0.5036667782862202
ADAM29	-0.03922821500411469
ADAM2	-0.0010656369789619926
ADAM30	0.017245371831096395
ADAM32	0.08782496788636189
ADAM33	-0.10006716897531927
ADAM3A	0.0
ADAM5P	0.014850326549022033
ADAM6	-0.29304295015759496
ADAM7	-0.0065681808991786
ADAM8	0.06695589842325496
ADAM9	0.23435398755605666
ADAMDEC1	-0.4050481623789348
ADAMTS10	-0.5767382121942121
ADAMTS12	-0.0054474961386019715
ADAMTS13	0.11839712440263107
ADAMTS14	0.145020857182121
ADAMTS15	-0.4791773154990048
ADAMTS16	0.0030973603590886706
ADAMTS17	-0.09802011042290057
ADAMTS18	-0.3280074207750167
ADAMTS19	0.17589012989957467
ADAMTS1	-0.5890529323939644
ADAMTS20	-0.0038393829849640913
ADAMTS2	-0.37352157685803056
ADAMTS3	0.41211936222006706
ADAMTS4	-0.37533798894857257
ADAMTS5	0.0049407605288317065
ADAMTS6	0.015726619327479575
ADAMTS7	-0.4453979065123132
ADAMTS8	0.10135919445572436
ADAMTS9	0.17742805252541563
ADAMTSL1	0.016635759381779216
ADAMTSL2	0.1789838017410573
ADAMTSL3	-0.022393495864889725
ADAMTSL4	0.032573279201426907
ADAMTSL5	0.041009092968036995
ADAP1	-0.01759815415461281
ADAP2	0.04187301997548156
ADARB1	0.2225684375045121
ADARB2	0.08425054738727986
ADAR	0.06061346446710614
ADAT1	0.08235896325996683
ADAT2	0.039164935496910504
ADAT3	-0.17196338511420067
ADA	-0.10899089023102407
ADCK1	0.1095240051601334
ADCK2	-0.018162226418044766
ADCK4	0.026828722996926933
ADCK5	0.09458975549683749
ADCY10	0.05601532646060831
ADCY1	0.20650224519107035
ADCY2	0.5276891707123539
ADCY3	-0.0854645469493629
ADCY4	0.16067404456843243
ADCY5	-0.003802949210715706
ADCY6	0.38466748460269773
ADCY7	0.10671625476414219
ADCY8	-0.007764248657566636
ADCY9	-0.1251550565360006
ADCYAP1R1	0.0011013142600631812
ADCYAP1	0.219538529107919
ADC	-0.30897976670753796
ADD1	0.12835337741755054
ADD2	0.3505815369469567
ADD3	0.2898581202251245
ADH1A	0.12347319522352468
ADH1B	0.0985307877581553
ADH1C	-0.0017691644851177003
ADH4	0.06714538978148407
ADH5	0.13273855734117113
ADH6	0.12540660233676237
ADH7	0.0
ADHFE1	0.24658899704457676
ADI1	0.11608148984487582
ADIG	-0.0012630841509530656
ADIPOQ	0.18923451644694128
ADIPOR1	-0.04047999871922441
ADIPOR2	0.010846713011156353
ADK	0.023644860335769877
ADM2	-0.5011269038040977
ADM	-0.07996282031379826
ADNP2	-0.029993286597122106
ADNP	0.07546626397673079
ADORA1	-0.07038857715128594
ADORA2A	0.013498326850000004
ADORA2B	0.11770620671337834
ADORA3	0.14828712145559128
ADO	0.0763901923424662
ADPGK	0.07812840312836739
ADPRHL1	-0.13917825754384824
ADPRHL2	-0.10956897856210472
ADPRH	-0.04379939155717346
ADRA1A	0.011983910883253374
ADRA1B	0.020894027904784673
ADRA1D	-0.34952305264584677
ADRA2A	0.09820621857632529
ADRA2B	-0.10283441674352321
ADRA2C	-0.09799556798669838
ADRB1	0.28478569853571645
ADRB2	0.28661029917700065
ADRB3	-0.027476658474104007
ADRBK1	-0.13342702102379286
ADRBK2	-0.023962037848034173
ADRM1	-0.1317017364159987
ADSL	-0.08710054109910485
ADSSL1	0.1601308741547422
ADSS	0.08190731554401957
AEBP1	-0.3670135474844385
AEBP2	0.08210130142135919
AEN	0.0075478308426773135
AES	-0.09661737927478634
AFAP1L1	-0.4696190387920143
AFAP1L2	-0.35611031452231073
AFAP1	0.06791855011209964
AFARP1	-0.21236669347447937
AFF1	0.08850087791835243
AFF2	-1.4248634029973666
AFF3	-0.15746001810090293
AFF4	0.023529266619835714
AFG3L1	0.06656626609675943
AFG3L2	0.1472740976760949
AFMID	-0.02744548373071738
AFM	0.0009258979952872066
AFP	-0.011188292779082386
AFTPH	0.1734653205538456
AG2	-0.22326029946321824
AGAP11	0.13855023058227103
AGAP1	0.04169934166803638
AGAP2	0.11832933180422844
AGAP3	-0.10528307078412445
AGAP4	-0.21410049833895364
AGAP5	0.017708426253425558
AGAP6	0.04160540026734324
AGAP7	0.0056858888925494224
AGAP8	-0.05803395464808189
AGA	-0.057341780787789356
AGBL1	-0.006202496419994352
AGBL2	0.04835495447980588
AGBL3	0.049109845993540194
AGBL4	-0.09571916735953194
AGBL5	-0.048371677942800125
AGER	-0.08192594191687243
AGFG1	0.08094395795848569
AGFG2	0.10592267738389177
AGGF1	0.13730333649546772
AGK	0.1209612477578863
AGL	0.21286501315533846
AGMAT	0.1514985268071218
AGPAT1	0.09388642076059239
AGPAT2	-0.08827100917622115
AGPAT3	0.18221248092923095
AGPAT4	-0.1389843902247434
AGPAT5	0.1485702769751695
AGPAT6	-0.05878847043812681
AGPAT9	-0.007453160714911922
AGPHD1	-0.11657387140948028
AGPS	0.15158391354426398
AGR2	1.2471934214457538
AGR3	-0.0025137497245394515
AGRN	-0.31507135194552727
AGRP	0.3187472487322945
AGTPBP1	0.09230312814451919
AGTR1	0.5261456896404908
AGTR2	0.0
AGTRAP	-0.05487519922400825
AGT	0.33029782620058706
AGXT2L1	0.004714682811789972
AGXT2L2	0.04983370581822781
AGXT2	0.026847711426991085
AGXT	0.4195669953220633
AHCTF1	0.12700783941720506
AHCYL1	0.10514107970383668
AHCYL2	0.2047235931527525
AHCY	-0.048200460731978326
AHDC1	-0.02043413795826429
AHI1	0.13637962048654415
AHNAK2	-0.16427078387006094
AHNAK	0.21770574649680727
AHRR	0.26271977312825634
AHR	0.7214357506991284
AHSA1	0.05756694849608421
AHSA2	0.07936835569217501
AHSG	0.024793234514476088
AHSP	0.1792202599070266
AICDA	0.007088701627459714
AIDA	0.05549506685201868
AIF1L	-0.26668123253183135
AIF1	-0.022620064676646418
AIFM1	0.12395494361060913
AIFM2	0.2266175046548037
AIFM3	-0.20536895235627933
AIG1	-0.19227524026379375
AIM1L	0.029468338300701766
AIM1	0.024633227414425824
AIM2	-0.1497836713642053
AIMP1	0.10288881133918219
AIMP2	0.028775598435564053
AIPL1	-0.0021953388655711207
AIP	-0.05891847426720118
AIRE	-0.03408728446121624
AJAP1	-0.33680551270003356
AK1	-0.0816698381867982
AK2	0.026346597943414225
AK3L1	-0.06335691988520713
AK3	0.15070250377744168
AK5	0.40387751964721175
AK7	0.08173588676002405
AKAP10	0.17084477425847602
AKAP11	0.14763431775694108
AKAP12	-0.2180134319303149
AKAP13	0.14610921586025802
AKAP14	-0.02229310133565274
AKAP1	0.08714989643040386
AKAP2	-0.2537098025441517
AKAP3	0.14443082234781485
AKAP4	0.0022286095930574307
AKAP5	0.0493272189450986
AKAP6	0.15291397442886656
AKAP7	0.09540127610730338
AKAP8L	0.017008793308617542
AKAP8	0.03330830322774028
AKAP9	0.12491906986159197
AKD1	-0.04197910774435941
AKIRIN1	0.032987860253959216
AKIRIN2	0.07086017898864423
AKNAD1	-0.029398230953912235
AKNA	0.0029951261093522593
AKR1A1	-0.17966620141963785
AKR1B10	-0.001627502268876839
AKR1B15	-0.00822297463925172
AKR1B1	-0.05615474934318742
AKR1C1	0.7458570581735008
AKR1C2	1.0134477445711607
AKR1C3	0.36171779193873993
AKR1C4	-0.0025756210073724565
AKR1CL1	0.023301090146257097
AKR1D1	-0.04019276845051523
AKR1E2	0.13468646694550826
AKR7A2	-0.029243464714520793
AKR7A3	0.1278855366446447
AKR7L	0.01062326385275042
AKT1S1	-0.049747191150124395
AKT1	0.08639147639800776
AKT2	-0.009342880495546194
AKT3	0.05021217479080895
AKTIP	0.11418493343875519
ALAD	0.038739969746973676
ALAS1	-0.08140457530152752
ALAS2	-0.3120067820160936
ALB	0.00610639690515334
ALCAM	0.258967581044258
ALDH16A1	0.003398328403483773
ALDH18A1	-0.014874772340639912
ALDH1A1	0.712156105535108
ALDH1A2	-0.045479206654239865
ALDH1A3	0.17210700948296076
ALDH1B1	0.15360059377845683
ALDH1L1	-0.010769060897083599
ALDH1L2	0.13470502990050767
ALDH2	0.10285450907816782
ALDH3A1	0.05954196429873007
ALDH3A2	0.12125145529280869
ALDH3B1	-0.04522828785020376
ALDH3B2	-0.00015968695296311695
ALDH4A1	-0.18810160654282684
ALDH5A1	-0.0379970356043957
ALDH6A1	0.08452399111217265
ALDH7A1	-0.2338261894533929
ALDH8A1	0.2118318827321233
ALDH9A1	-0.01534492666894094
ALDOA	0.004366184760662432
ALDOB	0.013189369655129565
ALDOC	-0.02691805698622637
ALG10B	0.22427307771236427
ALG10	0.14826085125152302
ALG11	-0.06658843192663084
ALG12	-0.09649921969313509
ALG13	0.12647942207158328
ALG14	0.020313272000424234
ALG1L2	-0.006727581278225395
ALG1L	-0.08827048169966151
ALG1	0.06706565420569298
ALG2	0.028265081722901483
ALG3	-0.010682090303359397
ALG5	-0.09612222333720868
ALG6	0.009850232983935957
ALG8	-0.004685018813529335
ALG9	0.0024523121101865117
ALKBH1	0.07525050295862999
ALKBH2	-7.549122898082948e-05
ALKBH3	-0.020899836814291334
ALKBH4	0.010046466720177541
ALKBH5	0.04640207232515232
ALKBH6	-0.019901050371297437
ALKBH7	-0.15748028400463188
ALKBH8	0.16574803530890886
ALK	0.004424785395589321
ALLC	0.004559065013350538
ALMS1P	0.032429951201156666
ALMS1	0.11571203616825466
ALOX12B	0.13696502092499077
ALOX12P2	-0.06081975012866453
ALOX12	-0.1207385657168069
ALOX15B	-1.2336411029207353
ALOX15	0.019624888198656827
ALOX5AP	-0.08766365583240718
ALOX5	-0.12161865634923437
ALOXE3	0.11354342543694751
ALPI	0.0030415198584647766
ALPK1	0.26304607027994664
ALPK2	-0.03226922426115147
ALPK3	-0.7025141186833408
ALPL	0.5179836736773511
ALPPL2	0.017670196302350057
ALPP	0.006029661710753727
ALS2CL	-0.04617218315020143
ALS2CR11	0.11050326932647297
ALS2CR12	-0.10722821447344975
ALS2CR4	0.03277582052595303
ALS2CR8	0.20726065144323477
ALS2	0.0020657634645170554
ALX1	0.004170319680069802
ALX3	-0.017426564787581877
ALX4	0.022760874390053275
AMAC1L2	0.022864410918054946
AMAC1L3	0.03365281126271752
AMAC1	0.0010954410097798843
AMACR	0.09814948400815122
AMBN	-0.01681449250022177
AMBP	0.030761385071826335
AMBRA1	0.018639095291764506
AMD1	0.10806791977948683
AMDHD1	0.11381963885241225
AMDHD2	-0.0888508293117276
AMELX	-0.006834918694539884
AMELY	-0.005581474665532678
AMFR	0.06398451641394494
AMHR2	0.07876149192833894
AMH	0.024824449514414627
AMICA1	0.3024716987152979
AMIGO1	-0.4444900210862327
AMIGO2	-0.2443533523104355
AMIGO3	-0.29998267855029115
AMMECR1L	0.06164896320121425
AMMECR1	0.2851938348935344
AMN1	0.13261377529541052
AMN	-0.3942982701809655
AMOTL1	0.059607299997240556
AMOTL2	-0.14219286387829488
AMOT	-0.40906032930050634
AMPD1	0.01184965535075379
AMPD2	-0.021761865043862988
AMPD3	5.952136454750042e-06
AMPH	0.35410408331948323
AMTN	0.0
AMT	0.12002142597663368
AMY1A	0.25735531453744465
AMY2A	0.14019376141400103
AMY2B	0.4195947465491338
AMZ1	-0.15743703446835064
AMZ2P1	0.05326326116221897
AMZ2	0.03321301808976522
ANAPC10	0.03127937922631802
ANAPC11	-0.06783429074943521
ANAPC13	0.011387982628352123
ANAPC16	0.06609886071403095
ANAPC1	0.06636539111968981
ANAPC2	-0.09547846876884246
ANAPC4	0.03068281261782598
ANAPC5	-0.000776993305591086
ANAPC7	0.011904310456807322
ANGEL1	0.03800549094299212
ANGEL2	0.16480819210713196
ANGPT1	0.5261892257829178
ANGPT2	0.4202403103172298
ANGPT4	-0.058254291357243276
ANGPTL1	0.04520694383522447
ANGPTL2	-0.045815303001626284
ANGPTL3	-0.059331835612505816
ANGPTL4	0.09382630253689703
ANGPTL5	-0.0015787963470455845
ANGPTL6	-0.003398090944389404
ANGPTL7	0.09868617538494827
ANG	0.18470837127236628
ANK1	0.3080353208992979
ANK2	-0.05324900519633265
ANK3	0.10874624426133046
ANKAR	0.3010053973012325
ANKDD1A	0.16620607452923544
ANKFN1	-0.19010153777575153
ANKFY1	-0.17154830657569028
ANKHD1-EIF4EBP3	-0.09051442005998905
ANKHD1	0.05085161273547322
ANKH	-0.128411119875029
ANKIB1	0.14424584850275404
ANKK1	0.006914807691599074
ANKLE1	0.048067109265457666
ANKLE2	-0.03535817891626033
ANKMY1	0.043530666709037796
ANKMY2	0.11518720545404662
ANKRA2	0.0007649331876468748
ANKRD10	0.0196915694539678
ANKRD11	-0.015886056415775535
ANKRD12	0.16784882531807474
ANKRD13A	0.11773607368416432
ANKRD13B	-0.29813503352939186
ANKRD13C	0.08088538164641397
ANKRD13D	-0.18851280475335105
ANKRD16	-0.09367944896626204
ANKRD17	0.120674257602889
ANKRD19	-0.012149398114108539
ANKRD1	-0.038695670151662094
ANKRD20A3	-0.0744880153641378
ANKRD20A4	-0.04678238883853145
ANKRD20B	-0.11375432341668214
ANKRD22	0.1468034634172307
ANKRD23	0.10432773964424884
ANKRD24	0.1937089116724602
ANKRD26P1	0.027812679895624727
ANKRD26	0.18589901600042583
ANKRD27	-0.03358630401986951
ANKRD28	0.014309255618261602
ANKRD29	-0.02994156753034229
ANKRD2	-0.020351256685326745
ANKRD30A	-0.00025251225673217283
ANKRD30B	-0.001983626609213608
ANKRD31	-0.013050988191849112
ANKRD32	0.14914335353936098
ANKRD33	-0.0014658654156237138
ANKRD34A	0.025383715271545707
ANKRD34B	0.07601909037726019
ANKRD34C	0.002960220704791759
ANKRD35	-0.12171648200300847
ANKRD36BP1	0.18133946481486182
ANKRD36B	0.1138685273515859
ANKRD36	0.14953633187830648
ANKRD37	0.21266453726192777
ANKRD39	-0.0439606222017191
ANKRD40	0.11972862344667459
ANKRD42	0.07223082944060186
ANKRD43	-0.016746181688682322
ANKRD44	0.1616552199677854
ANKRD45	0.01997897792713206
ANKRD46	0.06653114540829541
ANKRD49	0.1324052654234346
ANKRD50	0.303782544742196
ANKRD52	0.056787851547573036
ANKRD53	-0.037669895789710285
ANKRD54	-0.09275669715501511
ANKRD55	-0.04594975747627822
ANKRD56	-0.00101118782169831
ANKRD57	-0.1844732084835538
ANKRD58	-0.36070191303479143
ANKRD5	0.2390830241021127
ANKRD6	-0.0756978158509115
ANKRD7	0.02448239795693357
ANKRD9	-0.257119195809987
ANKS1A	-0.25912100922690734
ANKS1B	0.030449887473098108
ANKS3	-0.11828890065714616
ANKS4B	0.012188155929669544
ANKS6	-0.001397004186125982
ANKZF1	0.009335092194456695
ANLN	0.030687013020817486
ANO10	-0.018287554552369273
ANO1	-0.004921455624133498
ANO2	-0.06487717130166201
ANO3	-0.01687722123507401
ANO4	-0.005392583950631311
ANO5	-0.03315762063104353
ANO6	0.3067657328606972
ANO7	-0.47974352120779434
ANO8	-0.06141310959897453
ANO9	-0.07699902747560504
ANP32A	0.09157270235695204
ANP32B	0.09708390289146868
ANP32C	0.14844122039665533
ANP32D	0.08736573704877088
ANP32E	0.12220044277971862
ANPEP	-0.14075365600434894
ANTXR1	0.010337336339582939
ANTXR2	0.07345836395753125
ANTXRL	0.019502167112947916
ANUBL1	0.1047821875604262
ANXA10	0.013090561836211404
ANXA11	-0.06006373731451987
ANXA13	0.0
ANXA1	0.19077783118494038
ANXA2P1	0.00872048477091534
ANXA2P2	0.01596164466334035
ANXA2P3	0.00206216998145266
ANXA2	-0.02108703733528529
ANXA3	1.2779236240796894
ANXA4	0.21142625917391175
ANXA5	0.11756646060894659
ANXA6	-0.0811999873709166
ANXA7	0.0965463496702265
ANXA8L1	-0.0961039633339067
ANXA8L2	-1.5303982702782264
ANXA8	-3.154194799320287
ANXA9	0.15573109002478278
AOAH	0.03499915819468182
AOC2	0.07758797818174024
AOC3	0.10169747397120726
AOX1	-0.19455030361975237
AOX2P	0.009845024733347018
AP1AR	0.168762523273461
AP1B1	-0.2821781882028718
AP1G1	0.14909738877310869
AP1G2	0.1285897290315015
AP1M1	-0.017063439178155934
AP1M2	0.05690151096695154
AP1S1	0.22227811796496835
AP1S2	0.3126651503714497
AP1S3	0.028762002737498966
AP2A1	-0.029012800574757677
AP2A2	-0.19480592169356814
AP2B1	0.13842976543087734
AP2M1	0.03225212418661177
AP2S1	-0.14964179582549442
AP3B1	0.21445966790765206
AP3B2	0.32987328008627465
AP3D1	-0.01695106245499707
AP3M1	0.1356574456998338
AP3M2	-0.01025986944222743
AP3S1	0.06050190228109425
AP3S2	0.12523933260947506
AP4B1	-0.009485407806989879
AP4E1	0.1694513087878574
AP4M1	0.0854271359470932
AP4S1	0.03711201945911283
APAF1	0.29249708201505636
APBA1	-0.02395010024936507
APBA2	-0.061291910703753213
APBA3	-0.04768595748284265
APBB1IP	0.1708833533539431
APBB1	-0.42019347012039315
APBB2	-0.10659793088320821
APBB3	-0.08948508560375062
APC2	0.1250031115388913
APCDD1L	0.012815092366620862
APCDD1	-0.15677260667009976
APCS	-0.0025064801471018205
APC	0.16301725696944408
APEH	0.09580699915350278
APEX1	-0.09378299712331335
APEX2	0.03942094123230385
APH1A	0.01588363575865652
APH1B	0.08927981578404946
API5	0.1219320662096235
APIP	0.1129898165745183
APITD1	-0.020922467381705313
APLF	0.3140491547605111
APLNR	0.1730121178672906
APLN	-0.44639996298306417
APLP1	-0.141813109876501
APLP2	0.02745910147944091
APOA1BP	0.022173120676228265
APOA1	-0.025937030346480334
APOA2	0.19821232990878881
APOA4	0.08102301354845474
APOA5	-0.010431794626401484
APOB48R	0.12027112582838036
APOBEC1	-0.0033242000836239964
APOBEC2	0.05109516110163536
APOBEC3A	-0.763383279431717
APOBEC3B	-0.20880676272450707
APOBEC3C	0.07220762754258878
APOBEC3D	0.06567030215275567
APOBEC3F	0.07711181880923072
APOBEC3G	-0.03509123500276241
APOBEC3H	-0.17890733113104107
APOBEC4	0.014674073468060957
APOB	-0.030389616941121547
APOC1P1	0.011644503904128072
APOC1	0.5171345283131201
APOC2	-0.3963323443996842
APOC3	-0.010468167487371784
APOC4	0.11510817499491867
APOD	-0.8593341584337723
APOE	0.6121868411032881
APOF	-0.025419972379014777
APOH	-0.0006223965987645611
APOL1	0.06530615154420528
APOL2	0.05814708112383385
APOL3	0.004302901021775162
APOL4	0.7971432157699821
APOL5	0.0036977847570015703
APOL6	0.005361439977251398
APOLD1	0.14228439188393407
APOM	-0.12963547634337003
APOOL	0.13403353018991512
APOO	-0.09951032037070645
APPBP2	0.10693843598599917
APPL1	0.07092608590136974
APPL2	0.04415033372428833
APP	-0.2573341939677783
APRT	-0.07330638665676105
APTX	0.05041526374752547
AQP10	0.19019571642315367
AQP11	0.16241005794444519
AQP12A	0.01164042652813119
AQP12B	0.006426512058515898
AQP1	0.9195303980322181
AQP2	0.01721389208032231
AQP3	-0.09282053045549497
AQP4	-0.015647518012099407
AQP5	-0.015709326553170498
AQP6	-0.030692013131255483
AQP7P1	0.2526307303367529
AQP7P3	0.10145750399370283
AQP7	0.14580593752199594
AQP8	-0.003849580283025534
AQP9	1.0595796896357592
AQPEP	0.005437598760289338
AQR	0.09570836097635757
ARAF	-0.02181138567054348
ARAP1	0.08203265812309596
ARAP2	0.03999436972431938
ARAP3	-0.006909686792614319
ARCN1	0.1249061742886016
ARC	-0.1820189484549069
AREG	0.15756018597933255
ARF1	-0.0560799365212563
ARF3	0.10975563028868128
ARF4	-0.008508497650591515
ARF5	-0.018321152675026542
